record_id,enumerator_id,region,age,income,education,employment_status
HH-NORTH-5674,E-1185,South East,37,5831,GCSE,student
HH-SOUTH-9402,E-1020,West Midlands,26,2397,GCSE,student
HH-WEST-2872,E-1170,North West,54,29769,A-level,employed
HH-SCOTLAND-7275,E-1178,West Midlands,61,591,GCSE,student
HH-WALES-5921,E-1058,West Midlands,58,6301,Master,unemployed
HH-NORTH-6432,E-1019,London,62,22965,PhD,employed
HH-YORKSHIRE-4569,E-1078,London,50,6225,GCSE,student
HH-WEST-2794,E-1138,Wales,55,47787,No formal qualification,employed
HH-YORKSHIRE-2749,E-1134,East Midlands,22,12661,No formal qualification,retired
HH-SOUTH-4542,E-1193,South East,35,25508,Degree,retired
HH-EAST-4129,E-1139,West Midlands,80,2930,A-level,student
HH-NORTH-7781,E-1154,North East,72,117328,Master,employed
HH-SOUTH-4332,E-1159,North East,37,22899,PhD,retired
HH-NORTH-4514,E-1072,West Midlands,73,6490,No formal qualification,unemployed
HH-SCOTLAND-4088,E-1094,West Midlands,17,9608,A-level,student
HH-SCOTLAND-7237,E-1016,South West,78,4698,Master,unemployed
HH-NORTH-8108,E-1194,Yorkshire,42,818,No formal qualification,student
HH-LONDON-8360,E-1129,South East,19,104612,A-level,employed
HH-WALES-3086,E-1154,London,37,9313,Degree,student
HH-SOUTH-8180,E-1011,North West,43,82474,GCSE,employed
HH-SCOTLAND-6943,E-1186,East Midlands,55,4017,No formal qualification,unemployed
HH-SOUTH-3520,E-1186,West Midlands,41,4974,A-level,unemployed
HH-SOUTH-9300,E-1114,South East,64,544,GCSE,student
HH-WALES-1931,E-1127,Wales,53,3459,Degree,unemployed
HH-YORKSHIRE-4119,E-1147,Scotland,33,35234,A-level,retired
HH-WALES-1391,E-1064,North East,37,4888,Master,unemployed
HH-YORKSHIRE-1994,E-1173,South West,70,8226,Degree,unemployed
HH-EAST-8496,E-1093,South East,56,64565,Master,employed
HH-LONDON-6709,E-1061,South West,74,3839,Degree,unemployed
HH-SOUTH-4847,E-1167,London,70,9538,No formal qualification,student
HH-WALES-4524,E-1157,Wales,83,65748,PhD,employed
HH-SOUTH-3250,E-1176,South West,36,28081,A-level,retired
HH-NORTH-8730,E-1151,East Midlands,45,19687,Master,retired
HH-YORKSHIRE-9809,E-1042,Scotland,27,165,PhD,unemployed
HH-LONDON-6178,E-1082,Yorkshire,73,9229,Master,unemployed
HH-LONDON-2019,E-1121,West Midlands,84,4907,No formal qualification,unemployed
HH-WALES-8981,E-1113,South East,26,69320,Degree,employed
HH-NORTH-4795,E-1099,East Midlands,30,4315,Master,unemployed
HH-SOUTH-9813,E-1039,West Midlands,66,34437,Master,retired
HH-WEST-2903,E-1131,London,19,1961,GCSE,unemployed
HH-WEST-1860,E-1001,Scotland,47,47699,GCSE,employed
HH-EAST-9974,E-1012,East Midlands,23,15107,A-level,retired
HH-SCOTLAND-1738,E-1094,East Midlands,22,6768,PhD,unemployed
HH-NORTH-6634,E-1186,Wales,49,4479,PhD,student
HH-NORTH-2601,E-1041,South West,25,19226,Master,retired
HH-WALES-2402,E-1141,West Midlands,34,15702,Master,retired
HH-SOUTH-2559,E-1079,South West,66,6202,A-level,student
HH-NORTH-2622,E-1141,West Midlands,40,1082,Degree,student
HH-LONDON-6920,E-1098,East Midlands,65,118611,No formal qualification,employed
HH-YORKSHIRE-8897,E-1163,South East,22,93913,GCSE,employed
HH-NORTH-4597,E-1018,South West,80,45969,A-level,employed
HH-NORTH-3024,E-1190,West Midlands,37,91139,No formal qualification,employed
HH-SOUTH-5591,E-1121,South East,84,8775,No formal qualification,student
HH-LONDON-1061,E-1079,South East,73,6388,No formal qualification,student
HH-WEST-9913,E-1092,London,26,5493,Master,student
HH-WALES-6410,E-1043,North West,45,4709,No formal qualification,student
HH-SCOTLAND-5323,E-1127,South West,40,32417,Degree,employed
HH-SOUTH-6085,E-1027,Wales,36,80409,GCSE,employed
HH-EAST-4257,E-1087,North East,22,6128,Master,student
HH-WALES-4834,E-1200,West Midlands,19,9971,GCSE,student
HH-WEST-8850,E-1029,Wales,26,2547,A-level,unemployed
HH-SOUTH-5465,E-1106,North West,74,73284,GCSE,employed
HH-WALES-6286,E-1070,South East,80,113403,GCSE,employed
HH-LONDON-3062,E-1048,East Midlands,20,47165,No formal qualification,employed
HH-WALES-4049,E-1079,East Midlands,85,9032,PhD,student
HH-WALES-2516,E-1076,South West,49,1089,Master,student
HH-YORKSHIRE-8366,E-1118,Yorkshire,76,21923,Degree,employed
HH-WEST-3241,E-1067,North East,50,88697,Degree,employed
HH-NORTH-2310,E-1132,Scotland,54,8777,No formal qualification,student
HH-WEST-2176,E-1032,Wales,53,12489,Degree,retired
HH-EAST-9513,E-1114,South West,85,3707,Degree,unemployed
HH-WALES-9015,E-1025,Scotland,58,94236,Degree,employed
HH-WEST-6589,E-1038,London,43,3648,Master,unemployed
HH-WEST-4216,E-1109,East Midlands,75,26707,PhD,employed
HH-WEST-1834,E-1039,South West,38,34078,GCSE,retired
HH-EAST-4175,E-1078,Scotland,44,106607,A-level,employed
HH-LONDON-7147,E-1128,South East,50,21349,A-level,retired
HH-SCOTLAND-6901,E-1145,North West,31,900,A-level,student
HH-SCOTLAND-6702,E-1200,Scotland,82,26592,GCSE,retired
HH-SOUTH-1627,E-1093,Yorkshire,40,14544,Master,retired
HH-EAST-6713,E-1099,West Midlands,29,24186,Master,retired
HH-WALES-4859,E-1117,South East,47,23997,No formal qualification,retired
HH-SOUTH-2626,E-1090,South East,20,35127,Master,retired
HH-EAST-5102,E-1076,East Midlands,84,20441,No formal qualification,retired
HH-LONDON-3691,E-1111,Yorkshire,17,5547,No formal qualification,student
HH-SOUTH-9871,E-1191,East Midlands,65,13768,Master,retired
HH-EAST-6258,E-1013,Scotland,58,536,Degree,student
HH-SOUTH-3226,E-1103,South East,43,9197,PhD,student
HH-WALES-9870,E-1135,Wales,20,27060,GCSE,retired
HH-WALES-6668,E-1007,East Midlands,63,27003,A-level,retired
HH-LONDON-4457,E-1055,Scotland,80,2934,Degree,student
HH-SCOTLAND-8453,E-1123,South East,29,79316,GCSE,employed
HH-SOUTH-4291,E-1193,North East,34,8312,Master,student
HH-EAST-9770,E-1135,Wales,73,40861,No formal qualification,employed
HH-SCOTLAND-3362,E-1083,London,33,322,A-level,student
HH-NORTH-5092,E-1034,London,35,71806,PhD,employed
HH-LONDON-9911,E-1023,Wales,36,55485,Degree,employed
HH-NORTH-4972,E-1192,South East,32,84581,PhD,employed
HH-SOUTH-7649,E-1047,Yorkshire,66,2180,PhD,unemployed
HH-WEST-6574,E-1047,West Midlands,18,9054,No formal qualification,student
HH-SOUTH-2383,E-1195,Wales,57,9967,A-level,student
HH-NORTH-5595,E-1081,Scotland,76,3842,Master,student
HH-WEST-9027,E-1147,Scotland,36,580,No formal qualification,student
HH-NORTH-1031,E-1056,London,36,21526,Master,employed
HH-EAST-2836,E-1181,South West,56,25500,A-level,retired
HH-EAST-9983,E-1077,London,68,33811,Master,retired
HH-LONDON-6589,E-1089,North East,71,4482,Master,unemployed
HH-WEST-3582,E-1170,Wales,42,4363,A-level,student
HH-LONDON-1103,E-1168,Yorkshire,45,19637,Master,retired
HH-EAST-2052,E-1044,South West,49,7143,Degree,student
HH-WALES-9844,E-1019,London,24,36944,No formal qualification,retired
HH-NORTH-1937,E-1151,East Midlands,74,3756,Master,student
HH-YORKSHIRE-4255,E-1197,Yorkshire,32,7004,PhD,student
HH-NORTH-4906,E-1050,South East,70,3354,Master,unemployed
HH-SOUTH-2187,E-1084,West Midlands,25,3513,A-level,student
HH-WEST-1387,E-1147,North East,27,5106,GCSE,unemployed
HH-NORTH-4708,E-1082,South East,37,78542,A-level,employed
HH-LONDON-5662,E-1107,Yorkshire,60,15902,GCSE,retired
HH-YORKSHIRE-3423,E-1168,North East,62,6684,GCSE,student
HH-WEST-3121,E-1108,London,69,46073,Master,employed
HH-EAST-9521,E-1169,Wales,29,21138,GCSE,retired
HH-NORTH-3961,E-1185,South East,22,90797,GCSE,employed
HH-NORTH-6301,E-1131,South East,67,5324,No formal qualification,student
HH-EAST-7569,E-1034,East Midlands,22,32565,No formal qualification,retired
HH-WALES-4206,E-1116,Yorkshire,65,29160,Master,employed
HH-SOUTH-2276,E-1187,North East,78,36262,GCSE,retired
HH-LONDON-2244,E-1018,South East,35,31239,Master,retired
HH-YORKSHIRE-5010,E-1157,Scotland,19,30847,GCSE,retired
HH-LONDON-2265,E-1153,North East,18,3682,PhD,unemployed
HH-WEST-2984,E-1126,Wales,31,2959,A-level,student
HH-NORTH-9604,E-1167,North West,66,8125,GCSE,student
HH-SOUTH-8800,E-1079,West Midlands,62,8222,GCSE,unemployed
HH-YORKSHIRE-5696,E-1085,Scotland,19,21204,GCSE,retired
HH-SOUTH-9751,E-1052,North East,34,9778,GCSE,student
HH-WEST-4326,E-1198,East Midlands,72,36989,Master,retired
HH-SOUTH-6005,E-1081,North West,68,101502,Master,employed
HH-YORKSHIRE-7437,E-1145,West Midlands,58,6609,No formal qualification,student
HH-NORTH-9077,E-1032,North West,76,74269,A-level,employed
HH-NORTH-6750,E-1097,Yorkshire,24,56578,A-level,employed
HH-SOUTH-7729,E-1190,Yorkshire,63,4051,GCSE,student
HH-NORTH-8717,E-1065,South East,72,10591,Master,retired
HH-LONDON-9816,E-1114,Wales,30,34425,GCSE,retired
HH-LONDON-2290,E-1164,Wales,80,6546,GCSE,student
HH-SOUTH-3699,E-1150,London,60,93906,GCSE,employed
HH-EAST-6577,E-1048,London,44,2443,A-level,student
HH-LONDON-4252,E-1095,West Midlands,22,2387,Degree,unemployed
HH-NORTH-2783,E-1175,South West,53,5166,No formal qualification,unemployed
HH-NORTH-8719,E-1192,North East,41,3945,Degree,student
HH-SCOTLAND-7982,E-1164,Yorkshire,18,4096,A-level,unemployed
HH-EAST-3601,E-1059,Wales,60,862,Master,student
HH-NORTH-1027,E-1195,North East,67,820,A-level,unemployed
HH-SCOTLAND-7696,E-1193,Scotland,24,41144,GCSE,employed
HH-WEST-7937,E-1088,East Midlands,34,8127,PhD,student
HH-SCOTLAND-1600,E-1055,Yorkshire,80,7451,Master,student
HH-SCOTLAND-4698,E-1066,West Midlands,33,7236,A-level,unemployed
HH-LONDON-9565,E-1159,North West,32,2208,A-level,student
HH-NORTH-3618,E-1075,Yorkshire,43,206,PhD,unemployed
HH-WALES-2612,E-1171,Yorkshire,18,62982,Degree,employed
HH-SCOTLAND-7110,E-1031,North East,84,22836,A-level,retired
HH-EAST-8311,E-1015,North East,79,382,No formal qualification,student
HH-LONDON-4944,E-1139,Wales,30,7490,GCSE,student
HH-WALES-5693,E-1067,Scotland,75,17150,Degree,retired
HH-YORKSHIRE-4713,E-1034,Scotland,50,58243,No formal qualification,employed
HH-WALES-7483,E-1178,South East,28,3630,GCSE,unemployed
HH-LONDON-1225,E-1069,East Midlands,72,38504,Degree,retired
HH-NORTH-3306,E-1058,London,84,8489,PhD,unemployed
HH-SOUTH-3850,E-1119,Wales,65,1133,PhD,student
HH-WEST-1886,E-1124,Wales,32,113590,Master,employed
HH-WEST-7231,E-1152,South East,75,31945,PhD,employed
HH-YORKSHIRE-5636,E-1163,North West,72,36392,GCSE,retired
HH-LONDON-6391,E-1074,Scotland,61,4616,PhD,unemployed
HH-SCOTLAND-1000,E-1152,Scotland,21,40838,No formal qualification,employed
HH-LONDON-7608,E-1150,South West,58,29686,A-level,retired
HH-SOUTH-4085,E-1068,Yorkshire,31,1394,GCSE,student
HH-NORTH-4480,E-1153,North West,71,113163,A-level,employed
HH-SOUTH-8587,E-1087,South West,66,21901,Degree,retired
HH-SOUTH-8155,E-1133,South West,24,8743,PhD,unemployed
HH-LONDON-4168,E-1099,South East,36,71192,A-level,employed
HH-SCOTLAND-2021,E-1127,South East,40,9570,GCSE,student
HH-LONDON-6543,E-1066,South West,59,92541,GCSE,employed
HH-SCOTLAND-2973,E-1017,South West,42,4324,GCSE,unemployed
HH-NORTH-2052,E-1068,London,31,1899,No formal qualification,student
HH-SOUTH-4806,E-1184,East Midlands,49,61049,No formal qualification,employed
HH-NORTH-1539,E-1194,North West,70,78529,PhD,employed
HH-WEST-6645,E-1148,South West,28,44195,GCSE,employed
HH-WEST-9550,E-1192,London,66,8222,No formal qualification,student
HH-WEST-1456,E-1054,North East,27,32366,A-level,retired
HH-SOUTH-7844,E-1100,North West,66,6850,Degree,student
HH-SCOTLAND-5650,E-1020,Wales,85,1934,PhD,unemployed
HH-SCOTLAND-9554,E-1124,South East,58,19004,No formal qualification,retired
HH-SOUTH-9380,E-1080,Yorkshire,16,4632,Master,employed
HH-SOUTH-4494,E-1129,Scotland,80,21613,GCSE,retired
HH-NORTH-7832,E-1101,Wales,75,102298,GCSE,employed
HH-YORKSHIRE-6259,E-1117,Scotland,17,7629,PhD,unemployed
HH-SCOTLAND-6403,E-1183,London,24,89208,No formal qualification,employed
HH-SOUTH-6178,E-1179,South East,57,1436,No formal qualification,unemployed
HH-SOUTH-8690,E-1131,West Midlands,51,80512,Master,employed
HH-SCOTLAND-5576,E-1118,East Midlands,68,24007,PhD,employed
HH-EAST-6250,E-1063,North East,78,9778,Degree,student
HH-NORTH-4546,E-1168,Wales,58,9646,Degree,student
HH-SOUTH-7380,E-1028,Yorkshire,36,7508,PhD,unemployed
HH-YORKSHIRE-5277,E-1093,South West,35,14622,GCSE,retired
HH-SOUTH-5105,E-1090,West Midlands,50,3332,PhD,student
HH-NORTH-5509,E-1144,West Midlands,58,9598,Master,unemployed
HH-WEST-8274,E-1098,South West,52,32337,No formal qualification,retired
HH-NORTH-2308,E-1198,South East,70,9177,Master,student
HH-EAST-8579,E-1151,South East,23,8636,PhD,unemployed
HH-NORTH-8022,E-1090,South East,22,8681,Master,unemployed
HH-YORKSHIRE-1354,E-1099,London,61,4787,Degree,unemployed
HH-WEST-6868,E-1037,West Midlands,37,4438,GCSE,unemployed
HH-NORTH-8831,E-1037,East Midlands,35,251,Master,unemployed
HH-NORTH-5701,E-1091,North East,26,21640,GCSE,retired
HH-NORTH-1697,E-1071,Yorkshire,72,9586,Degree,student
HH-SOUTH-2791,E-1064,North West,56,8608,GCSE,unemployed
HH-NORTH-4466,E-1129,South West,41,79575,No formal qualification,employed
HH-LONDON-2720,E-1035,North East,59,13151,No formal qualification,retired
HH-YORKSHIRE-7291,E-1066,West Midlands,23,23346,GCSE,retired
HH-LONDON-9924,E-1092,Wales,67,94092,Master,employed
HH-SCOTLAND-5525,E-1184,South East,50,16824,Degree,retired
HH-WALES-9758,E-1146,North East,34,7146,PhD,student
HH-NORTH-4702,E-1147,North West,55,38936,Master,retired
HH-WEST-7733,E-1045,Scotland,37,118280,Degree,employed
HH-LONDON-1423,E-1177,North East,35,4622,PhD,unemployed
HH-WEST-2565,E-1146,East Midlands,47,60361,A-level,employed
HH-YORKSHIRE-5986,E-1067,London,71,32400,PhD,employed
HH-NORTH-5541,E-1078,London,55,31056,PhD,retired
HH-WALES-1919,E-1104,North East,75,6031,GCSE,unemployed
HH-WEST-3870,E-1040,Wales,39,8008,No formal qualification,unemployed
HH-YORKSHIRE-1273,E-1165,Wales,23,33803,Master,employed
HH-EAST-7347,E-1173,South West,19,4091,GCSE,student
HH-LONDON-2869,E-1066,West Midlands,53,34369,Degree,retired
HH-EAST-7712,E-1113,Wales,64,61609,Master,employed
HH-LONDON-6447,E-1069,West Midlands,26,5854,GCSE,unemployed
HH-LONDON-6515,E-1057,South East,41,87968,Master,employed
HH-NORTH-7051,E-1092,Scotland,20,20993,A-level,retired
HH-SOUTH-3207,E-1098,East Midlands,60,8208,Master,student
HH-WALES-7940,E-1120,East Midlands,27,8429,PhD,student
HH-WALES-9417,E-1187,West Midlands,74,6490,Degree,student
HH-WEST-2071,E-1105,North West,29,6371,No formal qualification,unemployed
HH-WALES-3761,E-1073,East Midlands,20,7247,GCSE,student
HH-SOUTH-4716,E-1128,West Midlands,25,97139,GCSE,employed
HH-WALES-7348,E-1104,London,83,2927,No formal qualification,unemployed
HH-SOUTH-1300,E-1196,South East,32,6447,No formal qualification,student
HH-NORTH-6135,E-1097,Scotland,24,2145,PhD,unemployed
HH-NORTH-2826,E-1166,London,52,3248,PhD,unemployed
HH-NORTH-6663,E-1132,South East,83,10353,No formal qualification,retired
HH-NORTH-4379,E-1036,West Midlands,35,31437,GCSE,retired
HH-SOUTH-2740,E-1140,West Midlands,68,6672,Degree,student
HH-WALES-5011,E-1029,North West,41,95635,No formal qualification,employed
HH-SOUTH-7763,E-1053,South East,39,20565,GCSE,retired
HH-NORTH-1350,E-1093,South East,69,32798,Degree,retired
HH-WALES-3457,E-1008,South West,32,36329,Degree,retired
HH-SCOTLAND-3231,E-1033,Scotland,72,7655,Master,student
HH-NORTH-4730,E-1106,South East,37,36107,A-level,retired
HH-SOUTH-3017,E-1020,London,26,4107,Master,unemployed
HH-SCOTLAND-9262,E-1179,Yorkshire,49,18165,Degree,retired
HH-SOUTH-2577,E-1002,North West,48,4152,Master,unemployed
HH-NORTH-4104,E-1065,North East,24,89361,Master,employed
HH-SCOTLAND-1120,E-1042,South West,84,26192,A-level,retired
HH-EAST-6221,E-1056,London,62,1178,Master,unemployed
HH-LONDON-1306,E-1003,London,37,10263,Master,retired
HH-WALES-2170,E-1019,Wales,23,26517,PhD,retired
HH-WEST-6456,E-1170,North West,33,2372,GCSE,student
HH-NORTH-2547,E-1019,South East,83,50860,PhD,employed
HH-SOUTH-1567,E-1001,West Midlands,24,160,A-level,student
HH-EAST-4141,E-1157,Yorkshire,44,82836,GCSE,employed
HH-NORTH-8669,E-1088,South East,70,118569,GCSE,employed
HH-SOUTH-3170,E-1124,Scotland,25,45642,No formal qualification,employed
HH-WALES-6267,E-1121,Yorkshire,62,7484,GCSE,unemployed
HH-WALES-9825,E-1073,East Midlands,78,3164,PhD,student
HH-SOUTH-3664,E-1124,East Midlands,30,6548,GCSE,student
HH-WALES-2673,E-1139,North East,22,67383,Degree,employed
HH-NORTH-9679,E-1066,South East,78,70692,No formal qualification,employed
HH-LONDON-1843,E-1069,Scotland,63,114230,No formal qualification,employed
HH-NORTH-7518,E-1079,London,36,73872,Degree,employed
HH-SOUTH-2868,E-1011,Yorkshire,49,2429,A-level,student
HH-WALES-5835,E-1163,Wales,55,416,A-level,student
HH-LONDON-2112,E-1095,North East,52,38986,Master,retired
HH-NORTH-5593,E-1066,South East,79,9168,Master,student
HH-SOUTH-6825,E-1197,East Midlands,27,80863,GCSE,employed
HH-SOUTH-3909,E-1016,Scotland,38,102053,GCSE,employed
HH-NORTH-7511,E-1020,Wales,26,8937,Master,student
HH-SOUTH-7506,E-1054,West Midlands,55,22199,A-level,retired
HH-LONDON-1100,E-1178,Yorkshire,60,39016,Degree,retired
HH-SOUTH-6951,E-1136,North East,64,25680,A-level,retired
HH-YORKSHIRE-3975,E-1061,London,58,19337,No formal qualification,retired
HH-YORKSHIRE-4936,E-1041,North West,73,43731,PhD,employed
HH-NORTH-1154,E-1193,Yorkshire,24,109459,PhD,employed
HH-EAST-7917,E-1052,West Midlands,50,36141,A-level,retired
HH-EAST-1610,E-1193,Scotland,57,23064,A-level,retired
HH-LONDON-3851,E-1107,Wales,68,74864,GCSE,employed
HH-WEST-3827,E-1132,Yorkshire,29,37698,No formal qualification,retired
HH-LONDON-1573,E-1078,Wales,20,29369,A-level,retired
HH-NORTH-7588,E-1163,North East,79,74604,A-level,employed
HH-SOUTH-1072,E-1034,North West,62,2358,Degree,unemployed
HH-EAST-7122,E-1153,Yorkshire,44,44808,GCSE,employed
HH-NORTH-2611,E-1070,London,83,19600,No formal qualification,retired
HH-SCOTLAND-3618,E-1107,North East,29,1616,Degree,student
HH-SOUTH-5578,E-1036,Scotland,35,34747,Degree,employed
HH-WEST-5929,E-1041,Yorkshire,28,9950,PhD,unemployed
HH-YORKSHIRE-5869,E-1048,Scotland,45,3828,Degree,student
HH-NORTH-4083,E-1060,Wales,45,1995,GCSE,student
HH-WEST-9428,E-1055,Wales,25,27190,GCSE,retired
HH-YORKSHIRE-2759,E-1115,London,64,53336,Degree,employed
HH-NORTH-9496,E-1116,East Midlands,59,5193,No formal qualification,unemployed
HH-WEST-3874,E-1012,South West,26,113389,A-level,employed
HH-YORKSHIRE-3973,E-1035,South West,33,7436,Master,student
HH-EAST-5338,E-1045,South East,37,9388,No formal qualification,student
HH-NORTH-4449,E-1138,Yorkshire,69,7729,Master,unemployed
HH-SOUTH-1116,E-1190,Scotland,34,26582,Degree,retired
HH-WEST-8449,E-1062,East Midlands,30,80556,GCSE,employed
HH-SOUTH-7173,E-1140,East Midlands,74,8319,A-level,student
HH-WALES-7175,E-1014,West Midlands,23,4098,PhD,unemployed
HH-SOUTH-5162,E-1144,South East,23,2587,PhD,student
HH-EAST-5437,E-1145,West Midlands,28,25063,GCSE,employed
HH-NORTH-1263,E-1100,North East,37,1253,No formal qualification,unemployed
HH-WALES-2516,E-1117,Wales,71,17433,A-level,retired
HH-WALES-2719,E-1152,North West,47,815,A-level,unemployed
HH-SOUTH-7251,E-1103,South East,17,9354,Master,student
HH-WALES-1980,E-1195,South East,21,8404,No formal qualification,unemployed
HH-SCOTLAND-2929,E-1139,North East,39,6565,No formal qualification,unemployed
HH-SCOTLAND-5103,E-1163,South East,64,9151,Master,unemployed
HH-YORKSHIRE-5070,E-1109,North East,39,8115,Master,student
HH-SOUTH-1555,E-1000,North East,74,2021,PhD,student
HH-SOUTH-3266,E-1074,Scotland,57,9364,Degree,unemployed
HH-SCOTLAND-2410,E-1130,South West,49,3872,No formal qualification,unemployed
HH-WEST-8121,E-1069,North West,23,11057,GCSE,retired
HH-WEST-7022,E-1122,South East,40,47915,Master,employed
HH-LONDON-7552,E-1109,London,62,5393,PhD,unemployed
HH-NORTH-2437,E-1088,Scotland,56,12345,PhD,retired
HH-WALES-6481,E-1063,South West,43,77744,PhD,employed
HH-LONDON-2164,E-1056,South East,40,200,PhD,student
HH-WALES-5683,E-1062,North West,33,21201,Degree,retired
HH-EAST-3688,E-1090,Wales,72,4941,No formal qualification,student
HH-SOUTH-1379,E-1089,Scotland,32,4063,Degree,student
HH-SOUTH-5823,E-1192,Yorkshire,61,6397,No formal qualification,student
HH-YORKSHIRE-4876,E-1148,South East,49,7706,Master,unemployed
HH-WALES-6543,E-1179,West Midlands,44,4285,A-level,student
HH-WALES-1609,E-1024,Scotland,61,9661,No formal qualification,student
HH-NORTH-4337,E-1046,London,56,15057,Master,retired
HH-NORTH-3190,E-1025,South East,45,808,GCSE,student
HH-EAST-2576,E-1099,London,31,64091,No formal qualification,employed
HH-SOUTH-4791,E-1100,Wales,59,939,Master,unemployed
HH-SOUTH-1639,E-1000,Yorkshire,80,69730,Master,employed
HH-SCOTLAND-9326,E-1001,West Midlands,57,8527,A-level,student
HH-NORTH-7528,E-1023,Yorkshire,18,3099,No formal qualification,student
HH-WEST-3221,E-1197,East Midlands,34,1669,PhD,student
HH-WALES-1098,E-1130,South West,28,7814,PhD,unemployed
HH-SCOTLAND-1036,E-1056,Scotland,84,9659,No formal qualification,student
HH-WALES-1821,E-1008,West Midlands,55,2294,PhD,student
HH-WALES-2222,E-1197,Wales,45,106506,No formal qualification,employed
HH-WEST-1403,E-1199,South West,71,9049,Degree,unemployed
HH-EAST-3970,E-1068,London,75,9150,Degree,student
HH-EAST-8827,E-1130,North West,62,21820,PhD,retired
HH-WALES-9036,E-1044,North West,45,104397,Degree,employed
HH-YORKSHIRE-8530,E-1190,West Midlands,17,31947,Degree,retired
HH-NORTH-1574,E-1024,South West,28,31480,A-level,retired
HH-YORKSHIRE-2710,E-1077,Wales,70,10945,Degree,retired
HH-EAST-6753,E-1184,North West,64,9540,GCSE,unemployed
HH-YORKSHIRE-5510,E-1100,East Midlands,71,651,No formal qualification,unemployed
HH-SCOTLAND-8499,E-1110,South East,37,3629,No formal qualification,unemployed
HH-YORKSHIRE-2049,E-1063,North West,58,6550,GCSE,unemployed
HH-SOUTH-8108,E-1121,Yorkshire,52,64770,No formal qualification,employed
HH-EAST-1773,E-1038,East Midlands,31,5744,Degree,student
HH-SCOTLAND-1038,E-1047,North East,65,30845,GCSE,employed
HH-NORTH-7591,E-1164,Yorkshire,60,9107,No formal qualification,student
HH-LONDON-6862,E-1087,West Midlands,68,16502,PhD,retired
HH-SOUTH-8163,E-1012,East Midlands,81,38799,No formal qualification,retired
HH-NORTH-7156,E-1149,Scotland,34,49559,A-level,employed
HH-LONDON-8434,E-1089,East Midlands,81,5564,Degree,student
HH-EAST-9984,E-1048,West Midlands,26,95033,Master,employed
HH-LONDON-2251,E-1178,Scotland,72,4600,Degree,unemployed
HH-WALES-2220,E-1106,South West,73,37146,Master,retired
HH-WALES-4890,E-1027,South East,67,4262,Degree,unemployed
HH-NORTH-1984,E-1163,Wales,78,6803,PhD,student
HH-LONDON-3927,E-1037,East Midlands,45,55487,Degree,employed
HH-NORTH-2818,E-1082,Scotland,82,119022,GCSE,employed
HH-SCOTLAND-3154,E-1177,East Midlands,85,61518,Master,employed
HH-YORKSHIRE-5433,E-1030,West Midlands,32,2800,PhD,student
HH-EAST-5202,E-1089,South West,56,44350,Master,employed
HH-LONDON-9832,E-1030,North East,36,53826,Degree,employed
HH-NORTH-3390,E-1141,North West,67,2241,A-level,unemployed
HH-YORKSHIRE-2373,E-1000,Wales,74,7685,A-level,unemployed
HH-NORTH-7910,E-1145,Scotland,29,8829,PhD,student
HH-SOUTH-8203,E-1139,Yorkshire,34,9096,A-level,unemployed
HH-WALES-9261,E-1071,North West,16,24716,No formal qualification,retired
HH-LONDON-9221,E-1122,North West,31,1577,Master,unemployed
HH-SOUTH-8706,E-1145,West Midlands,38,21621,GCSE,employed
HH-SCOTLAND-4462,E-1198,Scotland,18,2508,Master,unemployed
HH-SOUTH-4533,E-1022,South East,41,8172,A-level,student
HH-WEST-3532,E-1121,West Midlands,54,35744,No formal qualification,retired
HH-NORTH-5327,E-1068,West Midlands,54,78427,GCSE,employed
HH-SCOTLAND-8454,E-1042,North West,76,8005,PhD,student
HH-EAST-4068,E-1053,South West,70,1207,Master,student
HH-NORTH-6821,E-1168,East Midlands,27,25670,A-level,retired
HH-SOUTH-4620,E-1072,East Midlands,62,13755,A-level,retired
HH-SOUTH-6183,E-1043,South West,85,38277,PhD,employed
HH-YORKSHIRE-7093,E-1057,Scotland,25,93722,Master,employed
HH-EAST-3448,E-1015,Wales,66,83590,PhD,employed
HH-SOUTH-3053,E-1188,North West,67,35562,Degree,retired
HH-NORTH-5116,E-1056,Wales,45,8725,Master,unemployed
HH-SOUTH-6718,E-1095,London,44,9970,PhD,unemployed
HH-EAST-5473,E-1186,Wales,82,1791,A-level,student
HH-SOUTH-3652,E-1118,Yorkshire,61,5899,No formal qualification,unemployed
HH-EAST-7139,E-1145,North West,79,60729,Master,employed
HH-NORTH-7538,E-1072,London,63,9827,PhD,unemployed
HH-YORKSHIRE-3834,E-1115,South West,76,115600,Degree,employed
HH-WEST-5040,E-1194,South East,18,21622,A-level,employed
HH-NORTH-2938,E-1147,Scotland,79,4164,Degree,student
HH-YORKSHIRE-4947,E-1027,North West,48,15012,A-level,retired
HH-NORTH-4242,E-1196,East Midlands,50,1467,Master,unemployed
HH-WEST-2339,E-1101,Scotland,39,32194,GCSE,retired
HH-WALES-9177,E-1057,South West,55,27748,Master,retired
HH-WEST-8824,E-1074,East Midlands,84,6986,PhD,unemployed
HH-NORTH-4060,E-1054,Wales,64,5987,PhD,student
HH-EAST-3977,E-1154,Wales,21,73844,No formal qualification,employed
HH-NORTH-5762,E-1184,Yorkshire,40,4905,A-level,student
HH-WEST-8316,E-1013,South West,50,39091,A-level,retired
HH-SCOTLAND-6058,E-1023,North West,37,28210,Master,retired
